year,month,day,noaa_ar_no,central_meridian_dist,latitude,carrington_longitude,corr_whole_spot_area,mcintosh,LL,number_of_spots,greenwich,original_central_meridian_dist,original_latitude
2011,9,28,11304,20,12,309,10,Cro,4,3,Beta,,
2011,9,28,11305,-41,12,247,80,Hsx,2,1,Alpha,,
2011,9,28,11306,-59,13,230,20,Hsx,1,1,Alpha,,
2011,9,29,11301,51,18,327,30,Cro,8,8,Beta,,
2011,9,29,11302,4,13,280,1070,Fkc,18,37,Beta-Gamma-Delta,,
2011,9,29,11304,33,13,309,10,Bxo,3,3,Beta,,
2011,9,29,11305,-28,12,248,60,Hsx,2,5,Alpha,,
2011,9,29,11306,-46,13,230,60,Hsx,1,1,Alpha,,
2011,9,29,11307,-75,14,201,10,Bxo,4,2,Beta,,
2011,9,30,11301,64,16,327,20,Hsx,2,1,Alpha,,
2011,9,30,11302,16,13,279,750,Fkc,18,23,Beta-Gamma-Delta,,
2011,9,30,11304,44,13,307,10,Bxo,4,2,Beta,,
2011,9,30,11305,-16,13,247,100,Cso,5,8,Beta-Gamma,,
2011,9,30,11306,-34,14,229,30,Hsx,1,1,Alpha,,
2011,9,30,11307,-65,16,198,10,Bxo,11,4,Beta,,
2011,10,1,11301,76,16,326,20,Hsx,1,1,Alpha,,
2011,10,1,11302,29,13,278,750,Fkc,17,25,Beta-Gamma-Delta,,
2011,10,1,11305,-1,12,248,130,Dso,5,9,Beta-Gamma,,
2011,10,1,11306,-20,13,229,40,Hsx,1,1,Alpha,,
2011,10,1,11307,-48,14,201,30,Cso,10,3,Beta,,
2011,10,1,11304,58,13,309,,None,,,Plage,,
2011,10,2,11302,41,16,277,700,Fkc,16,16,Beta-Gamma-Delta,,
2011,10,2,11305,12,12,248,170,Dso,6,14,Beta-Gamma,,
2011,10,2,11306,-7,14,229,20,Hsx,1,1,Alpha,,
2011,10,2,11307,-37,14,199,30,Dro,10,4,Beta,,
2011,10,2,11308,-55,-25,181,30,Hsx,1,1,Alpha,,
2011,10,2,11301,90,16,327,,None,,,Plage,,
2011,10,2,11304,72,13,309,,None,,,Plage,,
2011,10,3,11302,55,16,278,410,Fkc,16,14,Beta-Gamma-Delta,,
2011,10,3,11305,26,12,249,190,Dsi,6,9,Beta-Gamma,,
2011,10,3,11306,6,15,229,20,Hsx,1,1,Alpha,,
2011,10,3,11307,-22,15,200,30,Ero,12,5,Beta,,
2011,10,3,11308,-43,-25,180,30,Hrx,1,1,Alpha,,
2011,10,3,11309,-67,23,156,80,Dso,4,2,Beta,,
2011,10,3,11304,86,13,310,,None,,,Plage,,
2011,10,4,11302,69,13,280,320,Fko,19,10,Beta,,
2011,10,4,11305,36,11,247,250,Chi,9,10,Beta,,
2011,10,4,11306,20,14,230,30,Hsx,1,1,Alpha,,
2011,10,4,11307,-5,13,205,15,Hrx,1,1,Alpha,,
2011,10,4,11309,-55,24,155,120,Dao,4,6,Beta,,
2011,10,4,11310,-16,-33,194,10,Bxo,2,3,Beta,,
2011,10,4,11308,-29,-25,182,,None,,,Plage,,
2011,10,5,11302,85,13,281,240,Dso,8,7,Beta,,
2011,10,5,11305,49,11,246,190,Csi,8,10,Beta,,
2011,10,5,11306,34,14,232,30,Hsx,1,1,Alpha,,
2011,10,5,11307,1,15,198,10,Bxo,7,4,Beta,,
2011,10,5,11309,-42,24,156,160,Dao,4,6,Beta,,
2011,10,5,11310,-2,-32,195,45,Dao,6,8,Beta,,
2011,10,5,11311,-20,-12,176,70,Dai,5,12,Beta,,
2011,10,5,11312,-74,22,122,210,Hsx,4,1,Alpha,,
2011,10,5,11308,-15,-25,183,,None,,,Plage,,
2011,10,6,11305,65,10,248,250,Cho,3,4,Beta,,
2011,10,6,11306,47,14,230,15,Hrx,1,1,Alpha,,
2011,10,6,11307,13,17,196,5,Bxo,4,2,Beta,,
2011,10,6,11309,-28,24,156,160,Dso,3,3,Beta,,
2011,10,6,11310,10,-32,194,25,Dro,8,6,Beta,,
2011,10,6,11311,-7,-11,176,110,Dso,6,6,Beta,,
2011,10,6,11312,-59,23,125,220,Hsx,2,1,Alpha,,
2011,10,6,11313,-65,-13,118,90,Dai,5,12,Beta,,
2011,10,6,11308,-1,-25,184,,None,,,Plage,,
2011,10,7,11305,80,12,250,220,Cso,3,3,Beta,,
2011,10,7,11306,59,14,229,10,Cro,4,3,Beta,,
2011,10,7,11309,-14,22,156,170,Cso,3,5,Beta,,
2011,10,7,11310,23,-33,194,30,Cro,10,4,Beta,,
2011,10,7,11311,7,-12,177,60,Cso,3,3,Beta,,
2011,10,7,11312,-48,22,122,210,Hsx,2,1,Alpha,,
2011,10,7,11313,-52,-15,118,180,Dai,8,10,Beta,,
2011,10,7,11307,25,17,196,,None,,,Plage,,
2011,10,7,11308,13,-25,184,,None,,,Plage,,
2011,10,8,11305,91,11,248,180,Hsx,3,1,Alpha,,
2011,10,8,11306,73,15,230,10,Axx,6,3,Alpha,,
2011,10,8,11309,-2,23,156,80,Dso,3,4,Beta,,
2011,10,8,11310,38,-34,196,10,Hrx,2,1,Alpha,,
2011,10,8,11311,22,-11,179,50,Cso,4,2,Beta,,
2011,10,8,11312,-35,22,123,320,Hhx,3,1,Alpha,,
2011,10,8,11313,-39,-16,118,140,Dsi,6,6,Beta,,
2011,10,8,11307,39,17,197,,None,,,Plage,,
2011,10,8,11308,27,-25,185,,None,,,Plage,,
2011,10,9,11309,11,22,155,70,Dso,4,3,Beta,,
2011,10,9,11310,51,-34,196,10,Axx,1,1,Alpha,,
2011,10,9,11311,36,-13,180,50,Hsx,1,1,Alpha,,
2011,10,9,11312,-21,23,122,200,Hsx,3,1,Alpha,,
2011,10,9,11313,-28,-15,116,120,Dso,10,5,Beta,,
2011,10,9,11306,87,15,232,,None,,,Plage,,
2011,10,9,11307,53,17,198,,None,,,Plage,,
2011,10,9,11308,41,-25,186,,None,,,Plage,,
2011,10,10,11309,24,23,155,70,Hsx,1,1,Alpha,,
2011,10,10,11310,66,-33,197,10,Axx,0,1,Alpha,,
2011,10,10,11311,50,-11,180,40,Hsx,1,1,Alpha,,
2011,10,10,11312,-10,23,121,210,Hsx,3,1,Alpha,,
2011,10,10,11313,-13,-15,117,90,Dso,9,6,Beta,,
2011,10,10,11314,-72,26,58,180,Hsx,6,1,Alpha,,
2011,10,10,11307,67,17,199,,None,,,Plage,,
2011,10,10,11308,55,-25,187,,None,,,Plage,,
2011,10,11,11309,38,23,156,40,Hsx,2,2,Alpha,,
2011,10,11,11311,63,-12,181,40,Hsx,1,1,Alpha,,
2011,10,11,11312,3,22,121,210,Hsx,7,1,Alpha,,
2011,10,11,11313,-1,-15,117,90,Dai,9,15,Beta,,
2011,10,11,11314,-59,27,59,230,Hsx,3,2,Alpha,,
2011,10,11,11315,-8,20,111,40,Dao,4,6,Beta,,
2011,10,11,11307,81,17,200,,None,,,Plage,,
2011,10,11,11308,69,-25,188,,None,,,Plage,,
2011,10,11,11310,80,-33,199,,None,,,Plage,,
2011,10,12,11309,51,23,155,40,Hsx,1,1,Alpha,,
2011,10,12,11311,77,-12,182,30,Hsx,1,1,Alpha,,
2011,10,12,11312,16,22,121,210,Hsx,7,1,Alpha,,
2011,10,12,11313,13,-15,118,120,Dai,9,18,Beta,,
2011,10,12,11314,-45,27,60,250,Cho,3,2,Beta,,
2011,10,12,11315,6,20,111,40,Dao,4,6,Beta,,
2011,10,12,11316,-56,-12,48,60,Dai,3,3,Beta,,
2011,10,12,11317,-68,-26,37,90,Hsx,2,1,Alpha,,
2011,10,12,11308,83,-25,188,,None,,,Plage,,
2011,10,13,11309,62,23,153,40,Cso,1,1,Beta,,
2011,10,13,11312,29,23,120,210,Cso,3,3,Beta,,
2011,10,13,11313,25,-14,116,140,Dso,10,20,Beta-Gamma,,
2011,10,13,11314,-33,25,58,370,Cho,7,4,Beta,,
2011,10,13,11315,19,19,110,10,Bxo,3,4,Beta,,
2011,10,13,11316,-42,-14,48,160,Dsi,8,12,Beta,,
2011,10,13,11317,-54,-27,37,70,Hsx,2,1,Alpha,,
2011,10,13,11318,3,21,94,10,Dao,2,3,Beta,,
2011,10,13,11319,-42,8,49,30,Dai,5,11,Beta,,
2011,10,14,11309,75,23,153,70,Hsx,1,1,Alpha,,
2011,10,14,11312,42,23,120,190,Hsx,3,1,Alpha,,
2011,10,14,11313,38,-14,116,110,Cso,9,10,Beta-Gamma,,
2011,10,14,11314,-21,27,57,300,Cko,5,3,Beta,,
2011,10,14,11315,31,19,109,10,Bxo,3,3,Beta,,
2011,10,14,11316,-28,-12,49,310,Dko,7,10,Beta,,
2011,10,14,11317,-41,-27,36,70,Hsx,1,1,Alpha,,
2011,10,14,11318,18,20,96,50,Dso,4,4,Beta,,
2011,10,14,11319,-29,10,48,80,Cso,7,11,Beta,,
2011,10,14,11320,39,-22,117,10,Bxo,3,3,Beta,,
2011,10,15,11309,86,24,151,60,Hsx,3,1,Alpha,,
2011,10,15,11312,55,23,120,270,Hhx,3,1,Alpha,,
2011,10,15,11313,52,-16,117,80,Dso,5,5,Beta,,
2011,10,15,11314,-9,26,56,280,Cho,6,6,Beta,,
2011,10,15,11315,44,20,110,10,Bxo,2,3,Beta,,
2011,10,15,11316,-15,-12,49,330,Dhc,8,9,Beta,,
2011,10,15,11317,-28,-26,37,70,Hsx,2,1,Alpha,,
2011,10,15,11318,31,20,96,40,Cso,5,7,Beta,,
2011,10,15,11319,-16,9,48,80,Esi,12,20,Beta,,
2011,10,15,11320,51,-21,117,30,Cro,5,4,Beta,,
2011,10,16,11312,68,23,121,180,Hsx,3,1,Alpha,,
2011,10,16,11313,64,-16,117,70,Dso,5,5,Beta,,
2011,10,16,11314,4,28,56,330,Cho,5,4,Beta,,
2011,10,16,11316,-3,-12,49,340,Dhi,8,11,Beta,,
2011,10,16,11317,-15,-26,37,80,Hsx,2,1,Alpha,,
2011,10,16,11318,46,25,98,20,Cso,2,4,Beta,,
2011,10,16,11319,-1,11,51,240,Eai,11,30,Beta,,
2011,10,16,11320,65,-21,118,10,Axx,5,4,Alpha,,
2011,10,16,11321,-52,-14,1,10,Bxo,3,2,Beta,,13
2011,10,16,11322,51,-27,104,10,Bxo,5,4,Beta,,
2011,10,17,11312,81,22,120,180,Hsx,2,1,Alpha,,
2011,10,17,11313,78,-16,117,10,Axx,1,2,Alpha,,
2011,10,17,11314,18,28,57,310,Cho,5,4,Beta,,
2011,10,17,11316,11,-12,50,340,Dhi,8,11,Beta,,
2011,10,17,11317,-1,-26,38,80,Hsx,2,1,Alpha,,
2011,10,17,11318,58,21,97,10,Axx,1,1,Alpha,,
2011,10,17,11319,13,11,52,280,Eki,12,30,Beta-Gamma,,
2011,10,17,11320,76,-21,115,10,Axx,2,2,Alpha,,
2011,10,17,11321,-37,-14,2,10,Bxo,4,2,Beta,,
2011,10,17,11322,64,-27,103,10,Bxo,5,4,Beta,,
2011,10,18,11312,96,22,122,90,Hsx,4,1,Alpha,,
2011,10,18,11313,81,-16,107,10,Bxo,4,2,Beta,,
2011,10,18,11314,30,27,56,230,Cso,5,1,Beta,,
2011,10,18,11316,25,-12,50,150,Dao,8,6,Beta,,
2011,10,18,11317,11,-27,37,50,Hsx,2,1,Alpha,,
2011,10,18,11318,70,19,96,30,Cso,3,2,Beta,,
2011,10,18,11319,26,10,51,420,Eki,12,32,Beta-Gamma,,
2011,10,18,11321,-22,-15,4,20,Cro,5,3,Beta,,
2011,10,18,11322,78,-27,104,70,Cso,7,3,Beta,,
2011,10,18,11323,-52,23,333,10,Axx,1,2,Alpha,,
2011,10,18,11324,-80,11,306,90,Hax,3,2,Alpha,,
2011,10,18,11320,90,-21,116,,None,,,Plage,,
2011,10,19,11314,43,26,55,240,Cso,6,4,Beta,,
2011,10,19,11316,37,-12,49,140,Dao,8,7,Beta,,
2011,10,19,11317,25,-27,37,50,Hsx,2,1,Alpha,,
2011,10,19,11318,85,19,97,40,Cso,6,2,Beta,,
2011,10,19,11319,39,11,51,280,Eki,12,19,Beta-Gamma,,
2011,10,19,11321,-9,-14,3,30,Cao,5,6,Beta,,
2011,10,19,11322,93,-27,105,30,Hsx,2,1,Alpha,,
2011,10,19,11323,-41,24,331,20,Cso,7,2,Beta,,
2011,10,19,11324,-63,10,308,110,Eai,12,12,Beta,,
2011,10,20,11314,58,28,57,260,Hhx,3,1,Alpha,,
2011,10,20,11316,49,-12,49,110,Dai,8,7,Beta,,
2011,10,20,11317,37,-27,36,80,Hsx,2,1,Alpha,,
2011,10,20,11319,53,10,52,330,Eki,12,16,Beta-Gamma,,
2011,10,20,11321,3,-14,2,20,Cro,6,6,Beta,,
2011,10,20,11324,-55,12,305,340,Fkc,16,26,Beta-Gamma,,
2011,10,20,11325,-82,16,278,90,Hax,3,1,Alpha,,
2011,10,20,11323,-27,24,333,,None,,,Plage,,
2011,10,21,11314,69,29,55,210,Hsx,4,1,Alpha,,
2011,10,21,11316,62,-12,48,60,Dso,9,6,Beta,,
2011,10,21,11317,51,-26,37,60,Hsx,2,1,Alpha,,
2011,10,21,11319,66,11,52,330,Eho,11,10,Beta-Gamma,,
2011,10,21,11321,18,-14,4,10,Bxo,6,4,Beta,,
2011,10,21,11324,-40,11,305,360,Ekc,14,27,Beta-Gamma,,
2011,10,21,11325,-67,14,279,270,Dko,8,4,Beta,,
2011,10,21,11326,36,16,22,10,Cso,2,2,Beta,,
2011,10,21,11327,-10,-22,336,10,Bxi,4,5,Beta,,
2011,10,21,11328,-23,18,322,10,Bxo,1,1,Beta,,
2011,10,21,11323,-14,24,333,,None,,,Plage,,
2011,10,22,11314,83,29,56,180,Hsx,3,1,Alpha,,
2011,10,22,11316,77,-11,50,10,Bxo,5,2,Beta,,
2011,10,22,11317,65,-26,38,70,Hsx,2,1,Alpha,,
2011,10,22,11319,79,12,52,330,Eho,12,7,Beta-Gamma,,
2011,10,22,11321,34,-16,7,10,Hrx,1,2,Alpha,,
2011,10,22,11324,-27,10,306,290,Eac,12,34,Beta-Gamma,,
2011,10,22,11325,-54,15,279,260,Dko,7,6,Beta,,
2011,10,22,11326,48,16,22,30,Cso,3,3,Beta,,
2011,10,22,11327,3,-21,336,100,Dao,6,8,Beta,,
2011,10,22,11328,-7,17,325,40,Dao,4,6,Beta,,
2011,10,22,11329,42,-30,15,50,Cso,3,4,Beta,,
2011,10,22,11323,0,24,334,,None,,,Plage,,
2011,10,23,11314,93,29,53,90,Hsx,4,1,Alpha,,
2011,10,23,11317,77,-25,37,50,Hsx,2,1,Alpha,,
2011,10,23,11319,89,13,49,40,Cso,1,5,Beta,,
2011,10,23,11323,11,25,331,10,Axx,1,1,Alpha,,
2011,10,23,11324,-14,10,306,280,Eac,15,28,Beta-Gamma,,
2011,10,23,11325,-43,15,277,180,Dai,7,8,Beta,,
2011,10,23,11327,15,-21,335,130,Dao,8,11,Beta,,
2011,10,23,11328,6,17,326,10,Bxo,3,3,Beta,,
2011,10,23,11329,55,-29,15,10,Axx,1,1,Alpha,,
2011,10,23,11330,-66,4,254,210,Dso,5,5,Beta,,
2011,10,23,11321,48,-16,8,,None,,,Plage,,
2011,10,23,11326,62,16,22,,None,,,Plage,,
2011,10,24,11324,0,12,307,150,Eai,15,26,Beta-Gamma,,
2011,10,24,11325,-29,15,278,180,Dao,7,8,Beta,,
2011,10,24,11327,29,-21,336,130,Dao,8,11,Beta,,
2011,10,24,11330,-60,8,247,210,Eao,13,5,Beta,,
2011,10,24,11331,60,11,7,10,Bxo,6,2,Beta,,
2011,10,24,11321,62,-16,9,,None,,,Plage,,
2011,10,24,11323,25,25,332,,None,,,Plage,,
2011,10,24,11326,76,16,23,,None,,,Plage,,
2011,10,24,11328,20,17,327,,None,,,Plage,,
2011,10,24,11329,69,-29,16,,None,,,Plage,,
2011,10,25,11324,13,12,307,140,Eai,15,31,Beta-Gamma,,
2011,10,25,11325,-16,16,278,150,Dso,7,11,Beta,,
2011,10,25,11327,41,-20,335,200,Dso,8,5,Beta,,
2011,10,25,11330,-45,8,249,560,Eko,14,13,Beta-Gamma,,
2011,10,25,11331,73,9,7,30,Cso,5,4,Beta,,
2011,10,25,11332,-77,32,217,30,Hsx,2,1,Alpha,,
2011,10,25,11321,76,-16,10,,None,,,Plage,,
2011,10,25,11323,39,25,333,,None,,,Plage,,
2011,10,25,11326,90,16,24,,None,,,Plage,,
2011,10,25,11328,34,17,328,,None,,,Plage,,
2011,10,25,11329,83,-29,17,,None,,,Plage,,
2011,10,26,11324,26,12,307,140,Eai,14,30,Beta-Gamma,,
2011,10,26,11325,-3,15,278,100,Dso,8,11,Beta,,
2011,10,26,11327,54,-21,335,80,Cso,5,4,Beta,,
2011,10,26,11330,-31,8,250,450,Eho,14,12,Beta-Gamma,,
2011,10,26,11331,86,8,7,30,Cro,5,3,Beta,,
2011,10,26,11332,-62,31,219,60,Hsx,2,1,Alpha,,
2011,10,26,11321,90,-16,11,,None,,,Plage,,
2011,10,26,11323,53,25,334,,None,,,Plage,,
2011,10,26,11328,48,17,329,,None,,,Plage,,
2011,10,27,11324,38,12,306,30,Dso,7,16,Beta,,
2011,10,27,11325,12,17,280,30,Cso,5,6,Beta,,
2011,10,27,11327,67,-20,335,60,Cso,11,3,Beta,,
2011,10,27,11330,-18,9,250,500,Eko,14,15,Beta-Gamma,,
2011,10,27,11332,-49,31,219,40,Hsx,2,1,Alpha,,
2011,10,27,11323,67,25,335,,None,,,Plage,,
2011,10,27,11328,62,17,330,,None,,,Plage,,
2011,10,28,11324,52,12,306,50,Cso,6,3,Beta,,
2011,10,28,11325,26,17,280,10,Axx,1,1,Alpha,,
2011,10,28,11327,81,-20,335,60,Hsx,5,1,Alpha,,
2011,10,28,11330,-5,8,249,460,Eko,15,9,Beta-Gamma,,
2011,10,28,11332,-35,31,219,30,Hax,2,1,Alpha,,
2011,10,28,11333,-12,16,242,90,Dai,6,10,Beta,,
2011,10,28,11323,81,25,335,,None,,,Plage,,
2011,10,28,11328,76,17,330,,None,,,Plage,,
2011,10,29,11324,62,12,303,70,Dso,6,7,Beta,,
2011,10,29,11325,40,16,280,10,Axx,1,1,Alpha,,
2011,10,29,11330,9,4,249,450,Eho,14,18,Beta-Gamma,,
2011,10,29,11332,-22,31,218,40,Hsx,2,2,Alpha,,
2011,10,29,11333,2,15,243,50,Dso,6,13,Beta,,
2011,10,30,11324,72,12,300,70,Hsx,3,1,Alpha,,
2011,10,30,11325,52,17,279,10,Axx,1,1,Alpha,,
2011,10,30,11330,22,7,249,400,Fho,16,18,Beta-Gamma,,
2011,10,30,11332,-10,31,217,30,Hsx,1,1,Alpha,,
2011,10,30,11333,17,15,244,20,Cro,3,2,Beta,,
2011,10,31,11324,83,13,297,20,Cso,3,2,Beta,,
2011,10,31,11330,35,8,249,380,Ehi,15,16,Beta-Gamma,,
2011,10,31,11332,2,30,216,20,Hsx,1,1,Alpha,,
2011,10,31,11333,32,15,246,10,Cro,2,2,Beta,,
2011,10,31,11334,-25,13,188,70,Cso,6,9,Beta,,
2011,10,31,11325,66,17,281,,None,,,Plage,,
2011,11,1,11330,51,7,252,400,Eko,14,12,Beta-Gamma,,
2011,11,1,11332,13,31,215,20,Hsx,1,1,Alpha,,
2011,11,1,11333,45,10,245,10,Axx,2,2,Alpha,,
2011,11,1,11334,-11,12,189,110,Cao,7,11,Beta,,
2011,11,1,11335,-16,19,184,10,Bxo,4,2,Beta,,
2011,11,1,11336,-55,14,145,10,Axx,1,1,Alpha,,
2011,11,1,11337,-66,17,134,40,Hsx,3,1,Alpha,,
2011,11,2,11330,65,6,253,350,Dko,10,7,Beta,,
2011,11,2,11332,27,31,215,10,Axx,1,1,Alpha,,
2011,11,2,11333,59,9,246,30,Cro,6,7,Beta,,
2011,11,2,11334,3,12,190,120,Dso,8,9,Beta,,
2011,11,2,11335,-2,18,185,10,Bxo,5,3,Beta,,
2011,11,2,11336,-39,13,148,40,Cso,4,6,Beta,,
2011,11,2,11337,-51,17,136,10,Bxo,3,2,Beta,,
2011,11,2,11338,-69,-12,118,120,Dao,5,2,Beta,,
2011,11,2,11339,-71,22,117,180,Dao,9,2,Beta,,
2011,11,3,11330,82,5,256,210,Cso,5,2,Beta,,
2011,11,3,11332,40,30,215,10,Axx,1,1,Alpha,,
2011,11,3,11333,71,10,245,10,Bxo,6,3,Beta,,
2011,11,3,11334,17,11,191,80,Cso,7,6,Beta,,
2011,11,3,11335,11,17,185,10,Bxo,3,5,Beta,,
2011,11,3,11336,-26,12,148,30,Dro,5,5,Beta,,
2011,11,3,11337,-38,17,136,10,Bxo,2,3,Beta,,
2011,11,3,11338,-54,-14,120,230,Dao,7,5,Beta,,
2011,11,3,11339,-63,18,111,560,Dkc,8,4,Beta-Gamma,,
2011,11,4,11330,95,8,256,50,Dso,4,2,Beta,,
2011,11,4,11332,53,31,215,20,Hrx,1,1,Alpha,,
2011,11,4,11334,34,12,195,70,Cso,3,3,Beta,,
2011,11,4,11335,26,12,187,10,Bxo,2,3,Beta,,
2011,11,4,11336,-12,11,149,20,Cso,3,8,Beta,,
2011,11,4,11337,-26,17,135,40,Dso,5,7,Beta,,
2011,11,4,11338,-40,-14,121,375,Ehi,11,20,Beta-Gamma,,
2011,11,4,11339,-57,18,104,1400,Ekc,13,25,Beta-Gamma-Delta,,
2011,11,4,11333,85,10,247,,None,,,Plage,,
2011,11,5,11334,47,12,195,70,Hsx,2,2,Alpha,,
2011,11,5,11337,-14,18,134,10,Bxo,4,3,Beta,,
2011,11,5,11338,-28,-14,120,240,Dso,9,10,Beta,,
2011,11,5,11339,-45,19,102,1540,Fkc,17,33,Beta-Gamma-Delta,,
2011,11,5,11332,67,31,216,,None,,,Plage,,
2011,11,5,11335,40,12,189,,None,,,Plage,,
2011,11,5,11336,2,11,151,,None,,,Plage,,
2011,11,6,11334,61,12,196,60,Hsx,1,1,Alpha,,
2011,11,6,11337,0,18,135,0,Bxo,4,3,Beta,,
2011,11,6,11338,-14,-14,120,220,Dso,10,8,Beta,,
2011,11,6,11339,-31,19,103,1250,Ekc,15,31,Beta-Gamma-Delta,,
2011,11,6,11340,-61,-9,73,80,Hsx,1,1,Alpha,,
2011,11,6,11341,-78,10,58,100,Hsx,3,1,Alpha,,
2011,11,6,11342,-76,18,60,110,Dso,10,8,Beta,,
2011,11,6,11332,81,31,217,,None,,,Plage,,
2011,11,6,11336,16,11,152,,None,,,Plage,,
2011,11,7,11334,73,12,195,40,Hax,3,2,Alpha,,
2011,11,7,11338,-2,-14,120,240,Dso,10,9,Beta,,
2011,11,7,11339,-20,20,102,1230,Fkc,16,42,Beta-Gamma-Delta,,
2011,11,7,11340,-49,-9,73,80,Cao,2,1,Beta,,
2011,11,7,11341,-66,8,56,120,Hsx,3,1,Alpha,,
2011,11,7,11342,-62,18,60,120,Dao,8,6,Beta,,
2011,11,7,11343,-76,29,46,60,Hsx,4,1,Alpha,,
2011,11,7,11336,30,11,153,,None,,,Plage,,
2011,11,7,11337,14,18,137,,None,,,Plage,,
2011,11,8,11334,87,12,196,40,Cso,2,2,Beta,,
2011,11,8,11338,11,-12,120,240,Esi,11,16,Beta-Gamma,,
2011,11,8,11339,-5,19,103,1240,Fkc,16,45,Beta-Gamma-Delta,,
2011,11,8,11340,-36,-9,72,90,Hsx,2,1,Alpha,,
2011,11,8,11341,-55,10,53,180,Cao,10,3,Beta,,
2011,11,8,11342,-47,17,61,170,Eao,11,5,Beta,,
2011,11,8,11343,-62,27,46,140,Hsx,2,1,Alpha,,
2011,11,8,11344,-6,-22,102,0,Axx,1,1,Alpha,,
2011,11,8,11336,43,11,152,,None,,,Plage,,
2011,11,8,11337,28,18,137,,None,,,Plage,,
2011,11,9,11338,25,-14,121,180,Esi,13,15,Beta,,
2011,11,9,11339,8,19,104,940,Ekc,15,40,Beta-Gamma,,
2011,11,9,11340,-22,-8,74,80,Hsx,2,1,Alpha,,
2011,11,9,11341,-41,11,55,110,Dao,8,5,Beta,,
2011,11,9,11342,-34,18,61,130,Eso,11,14,Beta,,
2011,11,9,11343,-49,28,47,90,Hsx,2,1,Alpha,,
2011,11,9,11344,7,-22,103,0,Axx,1,2,Alpha,,
2011,11,9,11336,57,11,153,,None,,,Plage,,
2011,11,9,11337,42,18,138,,None,,,Plage,,
2011,11,10,11336,69,14,151,1,Axx,2,2,Alpha,,
2011,11,10,11337,57,17,139,1,Axx,1,1,Alpha,,
2011,11,10,11338,38,-12,121,230,Dso,8,11,Beta,,
2011,11,10,11339,19,21,102,1030,Fkc,16,50,Beta-Gamma,,
2011,11,10,11340,-9,-9,74,90,Hsx,2,1,Alpha,,
2011,11,10,11341,-28,9,55,210,Dso,6,8,Beta,,18
2011,11,10,11342,-22,17,61,310,Eho,13,18,Beta,,
2011,11,10,11343,-37,27,46,110,Hsx,2,1,Alpha,,
2011,11,10,11344,19,-22,102,40,Dao,10,10,Beta,,
2011,11,10,11345,1,-25,84,80,Cso,4,6,Beta,,
2011,11,11,11338,51,-13,120,190,Cso,5,4,Beta,,
2011,11,11,11339,33,19,102,1020,Fkc,16,45,Beta-Gamma,,
2011,11,11,11340,4,-9,73,80,Hsx,2,1,Alpha,,
2011,11,11,11341,-14,8,55,110,Cso,6,3,Beta,,
2011,11,11,11342,-7,15,54,180,Cso,5,5,Beta,-15,
2011,11,11,11343,-23,27,46,180,Hsx,2,1,Alpha,,
2011,11,11,11344,31,-19,100,60,Cro,4,7,Beta,,
2011,11,11,11345,16,-25,85,90,Dro,7,6,Beta,,
2011,11,11,11336,83,14,153,,None,,,Plage,,
2011,11,11,11337,71,17,141,,None,,,Plage,,
2011,11,12,11338,68,-13,123,140,Dao,5,2,Beta,,
2011,11,12,11339,48,18,103,590,Ekc,15,22,Beta-Gamma,,
2011,11,12,11340,17,-9,72,80,Hsx,2,1,Alpha,,
2011,11,12,11341,-2,8,53,90,Cso,8,7,Beta,,
2011,11,12,11342,7,16,65,100,Cso,2,2,Beta,10,
2011,11,12,11343,-12,26,44,120,Hsx,2,1,Alpha,,
2011,11,12,11344,45,-18,100,60,Dso,8,6,Beta,,
2011,11,12,11345,29,-26,85,60,Dso,8,6,Beta,,
2011,11,12,11337,85,17,142,,None,,,Plage,,
2011,11,13,11338,79,-14,121,120,Dao,4,6,Beta,,
2011,11,13,11339,62,18,104,650,Dac,9,26,Beta-Gamma,,
2011,11,13,11340,31,-9,73,80,Hsx,2,1,Alpha,,
2011,11,13,11341,14,11,56,80,Cso,4,4,Beta,,
2011,11,13,11342,22,15,64,140,Hsx,2,2,Alpha,,
2011,11,13,11343,1,27,44,140,Hsx,2,1,Alpha,,
2011,11,13,11344,59,-19,101,200,Dai,10,22,Beta,,
2011,11,13,11345,41,-26,84,70,Dso,9,2,Beta,,
2011,11,13,11346,-64,-17,338,80,Hsx,2,1,Alpha,,
2011,11,14,11338,91,-13,120,30,Cro,3,2,Beta,,
2011,11,14,11339,75,19,104,360,Dai,8,11,Beta,,
2011,11,14,11340,44,-8,73,80,Hsx,1,1,Alpha,,
2011,11,14,11341,22,10,51,80,Cso,12,7,Beta,,
2011,11,14,11342,34,16,63,150,Hsx,2,1,Alpha,,
2011,11,14,11343,14,28,43,120,Hsx,2,1,Alpha,,
2011,11,14,11344,73,-18,102,240,Esi,11,11,Beta,,
2011,11,14,11345,54,-25,83,30,Cro,8,3,Beta,,
2011,11,14,11346,-57,-21,331,110,Cso,12,2,Beta,,
2011,11,14,11347,-53,7,346,30,Cro,4,3,Beta,,
2011,11,15,11339,89,19,106,240,Dso,8,3,Beta,,
2011,11,15,11340,57,-8,75,70,Hsx,2,1,Alpha,,
2011,11,15,11341,35,9,52,70,Dso,10,7,Beta,,
2011,11,15,11342,48,17,65,110,Hsx,2,1,Alpha,,
2011,11,15,11343,26,28,43,70,Hsx,2,1,Alpha,,
