designation,longitude,latitude,strength,eta at east limb,days from east limb,Timestamp,URL
FS-2023-075,140.9,17.6,1697,2023-10-10.2,7.2,2023-10-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.03_12:00:00.txt
FS-2023-077,109.3,13.1,972,2023-10-12.5,9.5,2023-10-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.03_12:00:00.txt
FS-2023-065,179.4,-4.1,7195,2023-10-07.9,3.9,2023-10-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_00:00:00.txt
FS-2023-073,164.6,24.5,1440,2023-10-08.9,4.9,2023-10-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_00:00:00.txt
FS-2023-075,141.4,17.4,1846,2023-10-10.7,6.7,2023-10-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_00:00:00.txt
FS-2023-077,109.2,12.3,1247,2023-10-13.1,9.1,2023-10-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_00:00:00.txt
FS-2023-078,106.4,-18.0,564,2023-10-13.7,9.7,2023-10-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_00:00:00.txt
FS-2023-065,174.9,-6.9,6378,2023-10-07.7,3.7,2023-10-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_12:00:00.txt
FS-2023-073,163.2,28.4,414,2023-10-08.5,4.5,2023-10-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_12:00:00.txt
FS-2023-075,151.0,20.8,3979,2023-10-09.4,5.4,2023-10-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_12:00:00.txt
FS-2023-077,109.3,13.6,1570,2023-10-12.5,8.5,2023-10-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_12:00:00.txt
FS-2023-078,107.8,-17.5,1020,2023-10-13.0,9.0,2023-10-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.04_12:00:00.txt
FS-2023-065,173.1,-6.5,5730,2023-10-08.4,3.4,2023-10-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_00:00:00.txt
FS-2023-073,164.2,30.8,354,2023-10-08.9,3.9,2023-10-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_00:00:00.txt
FS-2023-075,150.5,21.3,3940,2023-10-09.9,4.9,2023-10-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_00:00:00.txt
FS-2023-077,108.9,12.4,2032,2023-10-13.0,8.0,2023-10-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_00:00:00.txt
FS-2023-078,107.7,-17.6,1102,2023-10-13.5,8.5,2023-10-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_00:00:00.txt
FS-2023-065,168.9,-8.4,5128,2023-10-08.2,3.2,2023-10-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_12:00:00.txt
FS-2023-073,164.7,39.1,47,2023-10-08.3,3.3,2023-10-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_12:00:00.txt
FS-2023-075,151.5,22.2,5004,2023-10-09.4,4.4,2023-10-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_12:00:00.txt
FS-2023-077,107.3,13.0,2240,2023-10-12.7,7.7,2023-10-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_12:00:00.txt
FS-2023-078,97.7,-17.7,1965,2023-10-13.8,8.8,2023-10-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.05_12:00:00.txt
FS-2023-073,166.2,40.8,35,2023-10-08.7,2.7,2023-10-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_00:00:00.txt
FS-2023-065,168.1,-7.3,3690,2023-10-08.8,2.8,2023-10-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_00:00:00.txt
FS-2023-075,147.7,19.4,5779,2023-10-10.1,4.1,2023-10-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_00:00:00.txt
FS-2023-077,107.7,12.2,2561,2023-10-13.1,7.1,2023-10-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_00:00:00.txt
FS-2023-078,92.7,-17.3,2033,2023-10-14.6,8.6,2023-10-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_00:00:00.txt
FS-2023-079,186.8,-41.9,680,2023-10-07.4,1.4,2023-10-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_12:00:00.txt
FS-2023-065,161.8,-9.3,3559,2023-10-08.8,2.8,2023-10-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_12:00:00.txt
FS-2023-075,149.6,22.3,6064,2023-10-09.5,3.5,2023-10-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_12:00:00.txt
FS-2023-077,105.9,11.7,3255,2023-10-12.8,6.8,2023-10-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_12:00:00.txt
FS-2023-078,93.9,-18.8,2570,2023-10-14.1,8.1,2023-10-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.06_12:00:00.txt
FS-2023-079,184.6,-43.1,554,2023-10-08.0,1.0,2023-10-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_00:00:00.txt
FS-2023-065,159.4,-14.4,2410,2023-10-09.5,2.5,2023-10-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_00:00:00.txt
FS-2023-075,149.9,25.1,4601,2023-10-10.0,3.0,2023-10-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_00:00:00.txt
FS-2023-077,113.6,10.0,4638,2023-10-12.7,5.7,2023-10-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_00:00:00.txt
FS-2023-078,90.7,-18.6,2434,2023-10-14.8,7.8,2023-10-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_00:00:00.txt
FS-2023-079,182.6,-43.4,475,2023-10-07.7,0.7,2023-10-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_12:00:00.txt
FS-2023-065,158.5,-14.9,2410,2023-10-09.1,2.1,2023-10-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_12:00:00.txt
FS-2023-075,147.7,23.5,5774,2023-10-09.6,2.6,2023-10-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_12:00:00.txt
FS-2023-077,104.4,12.8,4421,2023-10-12.9,5.9,2023-10-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_12:00:00.txt
FS-2023-078,89.6,-18.0,3196,2023-10-14.4,7.4,2023-10-07.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.07_12:00:00.txt
FS-2023-079,181.7,-44.3,115,2023-10-08.2,0.2,2023-10-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_00:00:00.txt
FS-2023-065,159.4,-13.8,1313,2023-10-09.5,1.5,2023-10-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_00:00:00.txt
FS-2023-075,144.9,23.3,4930,2023-10-10.3,2.3,2023-10-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_00:00:00.txt
FS-2023-077,104.6,12.6,4203,2023-10-13.4,5.4,2023-10-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_00:00:00.txt
FS-2023-078,86.7,-18.3,3085,2023-10-15.1,7.1,2023-10-08.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_00:00:00.txt
FS-2023-065,154.9,-12.5,999,2023-10-09.3,1.3,2023-10-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_12:00:00.txt
FS-2023-075,144.4,24.9,5185,2023-10-09.9,1.9,2023-10-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_12:00:00.txt
FS-2023-077,101.9,16.6,4530,2023-10-13.1,5.1,2023-10-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_12:00:00.txt
FS-2023-078,84.8,-19.3,4155,2023-10-14.8,6.8,2023-10-08.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.08_12:00:00.txt
FS-2023-075,141.4,25.3,4926,2023-10-10.6,1.6,2023-10-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_00:00:00.txt
FS-2023-065,143.4,-9.4,263,2023-10-10.7,1.7,2023-10-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_00:00:00.txt
FS-2023-077,103.1,15.0,4459,2023-10-13.5,4.5,2023-10-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_00:00:00.txt
FS-2023-078,82.4,-19.3,3578,2023-10-15.4,6.4,2023-10-09.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_00:00:00.txt
FS-2023-065,143.8,-9.4,257,2023-10-10.1,1.1,2023-10-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_12:00:00.txt
FS-2023-075,138.7,25.6,4028,2023-10-10.3,1.3,2023-10-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_12:00:00.txt
FS-2023-077,100.9,16.7,4023,2023-10-13.2,4.2,2023-10-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_12:00:00.txt
FS-2023-078,81.8,-19.1,3756,2023-10-15.0,6.0,2023-10-09.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.09_12:00:00.txt
FS-2023-075,136.0,25.5,3578,2023-10-11.0,1.0,2023-10-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_00:00:00.txt
FS-2023-065,131.4,-10.6,634,2023-10-11.6,1.6,2023-10-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_00:00:00.txt
FS-2023-077,99.6,15.4,3389,2023-10-13.8,3.8,2023-10-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_00:00:00.txt
FS-2023-078,80.2,-18.4,2810,2023-10-15.6,5.6,2023-10-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_00:00:00.txt
FS-2023-080,48.6,33.5,1099,2023-10-17.9,7.9,2023-10-10.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_00:00:00.txt
FS-2023-075,136.3,19.2,765,2023-10-10.5,0.5,2023-10-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_12:00:00.txt
FS-2023-065,129.1,-10.8,450,2023-10-11.3,1.3,2023-10-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_12:00:00.txt
FS-2023-077,109.8,23.8,4605,2023-10-12.5,2.5,2023-10-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_12:00:00.txt
FS-2023-078,78.7,-18.6,3093,2023-10-15.2,5.2,2023-10-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_12:00:00.txt
FS-2023-080,51.4,32.0,1574,2023-10-17.1,7.1,2023-10-10.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.10_12:00:00.txt
FS-2023-075,130.2,29.4,298,2023-10-11.4,0.4,2023-10-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_00:00:00.txt
FS-2023-065,127.5,-11.1,607,2023-10-11.9,0.9,2023-10-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_00:00:00.txt
FS-2023-077,98.4,24.5,4574,2023-10-13.9,2.9,2023-10-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_00:00:00.txt
FS-2023-078,77.4,-19.1,2916,2023-10-15.8,4.8,2023-10-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_00:00:00.txt
FS-2023-081,43.4,-11.8,410,2023-10-18.2,7.2,2023-10-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_00:00:00.txt
FS-2023-080,41.8,33.9,1255,2023-10-18.4,7.4,2023-10-11.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_00:00:00.txt
FS-2023-065,125.1,-8.9,655,2023-10-11.6,0.6,2023-10-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_12:00:00.txt
FS-2023-077,92.3,27.5,4611,2023-10-13.8,2.8,2023-10-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_12:00:00.txt
FS-2023-078,77.6,-17.3,3304,2023-10-15.3,4.3,2023-10-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_12:00:00.txt
FS-2023-081,48.0,-19.1,1416,2023-10-17.5,6.5,2023-10-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_12:00:00.txt
FS-2023-080,37.6,25.5,2348,2023-10-18.1,7.1,2023-10-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_12:00:00.txt
FS-2023-082,349.8,20.6,403,2023-10-21.7,10.7,2023-10-11.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.11_12:00:00.txt
FS-2023-065,121.4,-10.8,546,2023-10-12.4,0.4,2023-10-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_00:00:00.txt
FS-2023-077,86.6,25.5,4878,2023-10-14.8,2.8,2023-10-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_00:00:00.txt
FS-2023-078,77.9,-16.3,3505,2023-10-15.7,3.7,2023-10-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_00:00:00.txt
FS-2023-081,48.1,-17.1,1480,2023-10-18.0,6.0,2023-10-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_00:00:00.txt
FS-2023-080,36.6,25.2,2453,2023-10-18.6,6.6,2023-10-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_00:00:00.txt
FS-2023-082,351.2,22.3,1126,2023-10-22.1,10.1,2023-10-12.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_00:00:00.txt
FS-2023-065,117.5,-12.5,101,2023-10-12.2,0.2,2023-10-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_12:00:00.txt
FS-2023-077,84.3,26.8,4284,2023-10-14.4,2.4,2023-10-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_12:00:00.txt
FS-2023-078,75.9,-15.5,3344,2023-10-15.3,3.3,2023-10-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_12:00:00.txt
FS-2023-081,47.7,-18.7,1374,2023-10-17.5,5.5,2023-10-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_12:00:00.txt
FS-2023-080,33.4,27.6,2839,2023-10-18.4,6.4,2023-10-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_12:00:00.txt
FS-2023-082,350.4,22.5,1283,2023-10-21.7,9.7,2023-10-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_12:00:00.txt
FS-2023-083,349.1,-21.7,445,2023-10-22.1,10.1,2023-10-12.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.12_12:00:00.txt
FS-2023-077,81.9,26.0,4138,2023-10-15.1,2.1,2023-10-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_00:00:00.txt
FS-2023-078,75.3,-14.8,3234,2023-10-15.9,2.9,2023-10-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_00:00:00.txt
FS-2023-081,47.0,-17.9,819,2023-10-18.1,5.1,2023-10-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_00:00:00.txt
FS-2023-080,34.1,27.0,2759,2023-10-18.8,5.8,2023-10-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_00:00:00.txt
FS-2023-082,352.9,20.9,2507,2023-10-21.9,8.9,2023-10-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_00:00:00.txt
FS-2023-083,347.4,-21.4,595,2023-10-22.7,9.7,2023-10-13.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_00:00:00.txt
FS-2023-077,77.7,27.8,3371,2023-10-14.9,1.9,2023-10-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_12:00:00.txt
FS-2023-078,74.0,-14.6,2653,2023-10-15.5,2.5,2023-10-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_12:00:00.txt
FS-2023-081,46.6,-18.9,707,2023-10-17.6,4.6,2023-10-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_12:00:00.txt
FS-2023-080,33.6,26.9,2905,2023-10-18.4,5.4,2023-10-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_12:00:00.txt
FS-2023-082,352.7,21.3,2392,2023-10-21.4,8.4,2023-10-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_12:00:00.txt
FS-2023-083,338.0,-21.0,1514,2023-10-22.9,9.9,2023-10-13.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.13_12:00:00.txt
FS-2023-077,71.7,28.0,2486,2023-10-15.9,1.9,2023-10-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_00:00:00.txt
FS-2023-078,74.0,-15.9,2639,2023-10-16.0,2.0,2023-10-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_00:00:00.txt
FS-2023-081,44.9,-17.4,458,2023-10-18.2,4.2,2023-10-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_00:00:00.txt
FS-2023-080,34.8,24.6,2621,2023-10-18.7,4.7,2023-10-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_00:00:00.txt
FS-2023-082,353.2,21.5,3227,2023-10-21.9,7.9,2023-10-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_00:00:00.txt
FS-2023-083,337.0,-21.0,1338,2023-10-23.5,9.5,2023-10-14.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_00:00:00.txt
FS-2023-078,74.1,-14.6,2172,2023-10-15.5,1.5,2023-10-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_12:00:00.txt
FS-2023-077,69.0,30.3,2527,2023-10-15.5,1.5,2023-10-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_12:00:00.txt
FS-2023-081,44.9,-17.3,352,2023-10-17.7,3.7,2023-10-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_12:00:00.txt
FS-2023-080,32.0,27.2,2649,2023-10-18.4,4.4,2023-10-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_12:00:00.txt
FS-2023-082,352.1,22.1,3033,2023-10-21.5,7.5,2023-10-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_12:00:00.txt
FS-2023-083,336.1,-20.9,1735,2023-10-23.1,9.1,2023-10-14.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.14_12:00:00.txt
FS-2023-077,68.6,29.0,2051,2023-10-16.1,1.1,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-078,72.6,-14.7,1774,2023-10-16.1,1.1,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-081,44.8,-17.5,264,2023-10-18.2,3.2,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-084,47.8,-38.7,483,2023-10-18.5,3.5,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-080,32.9,26.4,2479,2023-10-18.9,3.9,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-082,353.8,20.1,4766,2023-10-21.8,6.8,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-083,334.4,-20.9,1374,2023-10-23.7,8.7,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-085,305.7,11.7,414,2023-10-25.4,10.4,2023-10-15.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_00:00:00.txt
FS-2023-078,72.6,-15.2,934,2023-10-15.6,0.6,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-077,64.6,29.1,1990,2023-10-15.9,0.9,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-081,46.4,-18.4,73,2023-10-17.6,2.6,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-084,47.6,-38.7,354,2023-10-17.9,2.9,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-080,31.2,28.0,2077,2023-10-18.5,3.5,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-082,353.8,18.5,4393,2023-10-21.3,6.3,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-083,335.7,-20.7,1739,2023-10-23.1,8.1,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-085,304.8,12.1,584,2023-10-25.0,10.0,2023-10-15.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.15_12:00:00.txt
FS-2023-078,68.2,-25.8,558,2023-10-16.5,0.5,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-077,62.1,29.2,975,2023-10-16.5,0.5,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-084,47.0,-38.9,453,2023-10-18.5,2.5,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-080,33.0,26.1,1651,2023-10-18.8,2.8,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-082,354.5,18.2,4794,2023-10-21.8,5.8,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-083,335.6,-20.5,1349,2023-10-23.6,7.6,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-085,304.7,11.1,1024,2023-10-25.5,9.5,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-086,287.3,-13.2,471,2023-10-27.0,11.0,2023-10-16.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_00:00:00.txt
FS-2023-077,57.5,28.1,593,2023-10-16.4,0.4,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-078,62.5,-26.5,105,2023-10-16.5,0.5,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-084,43.8,-40.4,97,2023-10-18.2,2.2,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-080,32.4,32.1,1007,2023-10-18.4,2.4,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-082,354.8,16.7,3539,2023-10-21.2,5.2,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-083,335.9,-20.0,1237,2023-10-23.0,7.0,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-085,304.5,11.5,1240,2023-10-25.0,9.0,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-086,287.2,-13.4,479,2023-10-26.5,10.5,2023-10-16.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.16_12:00:00.txt
FS-2023-077,51.7,35.2,179,2023-10-17.3,0.3,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
FS-2023-078,53.1,-9.0,26,2023-10-17.5,0.5,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
FS-2023-084,43.1,-40.4,149,2023-10-18.7,1.7,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
FS-2023-080,30.8,33.8,820,2023-10-19.0,2.0,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
