designation,longitude,latitude,strength,eta at east limb,days from east limb,Timestamp,URL
FS-2023-082,355.1,16.8,3064,2023-10-21.7,4.7,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
FS-2023-083,325.5,-20.2,1284,2023-10-24.3,7.3,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
FS-2023-085,301.9,13.3,1550,2023-10-25.7,8.7,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
FS-2023-086,287.1,-13.3,485,2023-10-27.0,10.0,2023-10-17.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_00:00:00.txt
FS-2023-077,47.0,39.0,3,2023-10-17.1,0.1,2023-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_12:00:00.txt
FS-2023-080,34.3,44.4,348,2023-10-18.1,1.1,2023-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_12:00:00.txt
FS-2023-082,352.2,14.8,2476,2023-10-21.4,4.4,2023-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_12:00:00.txt
FS-2023-083,328.6,-20.1,918,2023-10-23.6,6.6,2023-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_12:00:00.txt
FS-2023-085,300.7,13.6,2081,2023-10-25.3,8.3,2023-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_12:00:00.txt
FS-2023-086,296.0,-16.0,906,2023-10-25.9,8.9,2023-10-17.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.17_12:00:00.txt
FS-2023-082,350.2,14.5,2064,2023-10-22.1,4.1,2023-10-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_00:00:00.txt
FS-2023-083,329.7,-20.7,544,2023-10-24.0,6.0,2023-10-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_00:00:00.txt
FS-2023-085,300.9,15.6,2804,2023-10-25.8,7.8,2023-10-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_00:00:00.txt
FS-2023-086,299.2,-16.8,1818,2023-10-26.2,8.2,2023-10-18.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_00:00:00.txt
FS-2023-082,348.7,14.3,2352,2023-10-21.7,3.7,2023-10-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_12:00:00.txt
FS-2023-083,331.7,-20.4,502,2023-10-23.3,5.3,2023-10-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_12:00:00.txt
FS-2023-085,303.2,14.8,3611,2023-10-25.1,7.1,2023-10-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_12:00:00.txt
FS-2023-086,299.5,-16.9,1776,2023-10-25.7,7.7,2023-10-18.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.18_12:00:00.txt
FS-2023-082,347.3,15.2,1957,2023-10-22.3,3.3,2023-10-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_00:00:00.txt
FS-2023-083,331.9,-22.1,256,2023-10-23.8,4.8,2023-10-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_00:00:00.txt
FS-2023-085,303.1,14.8,3788,2023-10-25.7,6.7,2023-10-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_00:00:00.txt
FS-2023-086,301.4,-17.4,2075,2023-10-26.1,7.1,2023-10-19.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_00:00:00.txt
FS-2023-082,345.2,13.9,174,2023-10-22.0,3.0,2023-10-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_12:00:00.txt
FS-2023-083,332.3,-23.4,282,2023-10-23.3,4.3,2023-10-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_12:00:00.txt
FS-2023-085,316.6,16.0,6221,2023-10-24.1,5.1,2023-10-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_12:00:00.txt
FS-2023-086,296.9,-22.5,3008,2023-10-26.0,7.0,2023-10-19.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.19_12:00:00.txt
FS-2023-082,335.2,16.2,43,2023-10-23.2,3.2,2023-10-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.20_00:00:00.txt
FS-2023-083,327.2,-30.6,78,2023-10-24.4,4.4,2023-10-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.20_00:00:00.txt
FS-2023-085,315.5,16.1,5904,2023-10-24.7,4.7,2023-10-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.20_00:00:00.txt
FS-2023-086,296.7,-22.0,3100,2023-10-26.5,6.5,2023-10-20.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.20_00:00:00.txt
FS-2023-083,327.6,-30.9,72,2023-10-23.8,3.8,2023-10-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.20_12:00:00.txt
FS-2023-085,313.3,16.3,7050,2023-10-24.4,4.4,2023-10-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.20_12:00:00.txt
FS-2023-086,295.4,-22.7,3510,2023-10-26.1,6.1,2023-10-20.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.20_12:00:00.txt
FS-2023-083,327.3,-29.9,21,2023-10-24.3,3.3,2023-10-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_00:00:00.txt
FS-2023-085,312.2,18.0,7154,2023-10-25.0,4.0,2023-10-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_00:00:00.txt
FS-2023-086,295.7,-22.3,3567,2023-10-26.6,5.6,2023-10-21.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_00:00:00.txt
FS-2023-083,327.3,-29.9,25,2023-10-23.8,2.8,2023-10-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_12:00:00.txt
FS-2023-085,309.8,18.3,7757,2023-10-24.7,3.7,2023-10-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_12:00:00.txt
FS-2023-086,295.2,-22.3,3610,2023-10-26.1,5.1,2023-10-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_12:00:00.txt
FS-2023-087,243.2,30.7,971,2023-10-29.9,8.9,2023-10-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_12:00:00.txt
FS-2023-088,229.5,-14.2,701,2023-10-30.9,9.9,2023-10-21.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.21_12:00:00.txt
FS-2023-085,298.0,21.4,8368,2023-10-26.1,4.1,2023-10-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_00:00:00.txt
FS-2023-086,293.8,-20.9,4044,2023-10-26.7,4.7,2023-10-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_00:00:00.txt
FS-2023-087,245.3,34.6,295,2023-10-30.4,8.4,2023-10-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_00:00:00.txt
FS-2023-088,229.2,-13.9,772,2023-10-31.4,9.4,2023-10-22.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_00:00:00.txt
FS-2023-086,293.4,-20.5,3584,2023-10-26.2,4.2,2023-10-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_12:00:00.txt
FS-2023-085,289.5,22.8,9574,2023-10-26.2,4.2,2023-10-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_12:00:00.txt
FS-2023-087,245.6,35.3,49,2023-10-29.8,7.8,2023-10-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_12:00:00.txt
FS-2023-088,229.5,-14.0,1289,2023-10-30.9,8.9,2023-10-22.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.22_12:00:00.txt
FS-2023-086,290.5,-20.1,2997,2023-10-26.9,3.9,2023-10-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.23_00:00:00.txt
FS-2023-085,283.2,23.2,8378,2023-10-27.2,4.2,2023-10-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.23_00:00:00.txt
FS-2023-088,229.1,-14.0,1133,2023-10-31.5,8.5,2023-10-23.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.23_00:00:00.txt
FS-2023-086,293.0,-19.8,2599,2023-10-26.2,3.2,2023-10-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.23_12:00:00.txt
FS-2023-085,279.8,22.8,8592,2023-10-27.0,4.0,2023-10-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.23_12:00:00.txt
FS-2023-088,229.2,-14.2,1410,2023-10-31.0,8.0,2023-10-23.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.23_12:00:00.txt
FS-2023-086,290.3,-20.2,2443,2023-10-26.9,2.9,2023-10-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.24_00:00:00.txt
FS-2023-085,271.2,23.8,9134,2023-10-28.1,4.1,2023-10-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.24_00:00:00.txt
FS-2023-088,229.4,-13.1,1602,2023-10-31.4,7.4,2023-10-24.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.24_00:00:00.txt
FS-2023-086,290.0,-19.6,1600,2023-10-26.4,2.4,2023-10-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.24_12:00:00.txt
FS-2023-085,269.8,23.3,8613,2023-10-27.7,3.7,2023-10-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.24_12:00:00.txt
FS-2023-088,228.7,-13.6,1735,2023-10-31.0,7.0,2023-10-24.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.24_12:00:00.txt
FS-2023-086,283.0,-17.8,1291,2023-10-27.5,2.5,2023-10-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_00:00:00.txt
FS-2023-085,260.4,23.4,7320,2023-10-28.9,3.9,2023-10-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_00:00:00.txt
FS-2023-088,228.4,-12.8,1777,2023-10-31.5,6.5,2023-10-25.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_00:00:00.txt
FS-2023-086,281.6,-19.4,615,2023-10-27.1,2.1,2023-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_12:00:00.txt
FS-2023-085,255.7,23.3,6552,2023-10-28.8,3.8,2023-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_12:00:00.txt
FS-2023-088,227.9,-11.8,2339,2023-10-31.0,6.0,2023-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_12:00:00.txt
FS-2023-089,198.8,-9.3,732,2023-11-02.2,8.2,2023-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_12:00:00.txt
FS-2023-090,181.7,-23.0,409,2023-11-03.8,9.8,2023-10-25.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.25_12:00:00.txt
FS-2023-086,280.6,-17.7,702,2023-10-27.6,1.6,2023-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_00:00:00.txt
FS-2023-085,246.5,22.8,5619,2023-10-30.0,4.0,2023-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_00:00:00.txt
FS-2023-088,226.9,-11.1,2402,2023-10-31.6,5.6,2023-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_00:00:00.txt
FS-2023-089,190.8,-12.8,1379,2023-11-03.3,8.3,2023-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_00:00:00.txt
FS-2023-090,184.1,-24.8,149,2023-11-04.2,9.2,2023-10-26.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_00:00:00.txt
FS-2023-086,282.3,-25.3,639,2023-10-27.1,1.1,2023-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_12:00:00.txt
FS-2023-085,247.8,22.2,5224,2023-10-29.4,3.4,2023-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_12:00:00.txt
FS-2023-088,226.2,-11.4,2436,2023-10-31.1,5.1,2023-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_12:00:00.txt
FS-2023-089,190.8,-14.4,2185,2023-11-02.9,7.9,2023-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_12:00:00.txt
FS-2023-090,185.7,-21.0,11,2023-11-03.4,8.4,2023-10-26.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.26_12:00:00.txt
FS-2023-086,279.7,-25.7,715,2023-10-27.8,0.8,2023-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_00:00:00.txt
FS-2023-085,246.8,22.1,4198,2023-10-30.0,3.0,2023-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_00:00:00.txt
FS-2023-088,225.5,-12.0,2397,2023-10-31.7,4.7,2023-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_00:00:00.txt
FS-2023-089,191.7,-14.1,2330,2023-11-03.3,7.3,2023-10-27.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_00:00:00.txt
FS-2023-086,277.4,-28.3,489,2023-10-27.5,0.5,2023-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_12:00:00.txt
FS-2023-085,248.1,22.1,3418,2023-10-29.3,2.3,2023-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_12:00:00.txt
FS-2023-088,225.6,-13.6,2872,2023-10-31.2,4.2,2023-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_12:00:00.txt
FS-2023-089,191.7,-14.4,3072,2023-11-02.8,6.8,2023-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_12:00:00.txt
FS-2023-091,139.7,20.3,404,2023-11-06.6,10.6,2023-10-27.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.27_12:00:00.txt
FS-2023-086,274.1,-27.9,182,2023-10-28.2,0.2,2023-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_00:00:00.txt
FS-2023-085,245.8,23.0,2572,2023-10-30.0,2.0,2023-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_00:00:00.txt
FS-2023-088,213.7,-12.6,4926,2023-11-01.6,4.6,2023-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_00:00:00.txt
FS-2023-089,175.6,-18.2,1266,2023-11-04.6,7.6,2023-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_00:00:00.txt
FS-2023-091,144.0,20.9,684,2023-11-06.8,9.8,2023-10-28.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_00:00:00.txt
FS-2023-086,270.0,-31.5,7,2023-10-28.0,0.0,2023-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_12:00:00.txt
FS-2023-085,241.0,24.7,1566,2023-10-29.9,1.9,2023-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_12:00:00.txt
FS-2023-088,212.5,-12.7,4858,2023-11-01.2,4.2,2023-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_12:00:00.txt
FS-2023-089,172.4,-17.3,1699,2023-11-04.3,7.3,2023-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_12:00:00.txt
FS-2023-091,141.7,20.5,1366,2023-11-06.5,9.5,2023-10-28.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.28_12:00:00.txt
FS-2023-085,236.1,25.9,840,2023-10-30.7,1.7,2023-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_00:00:00.txt
FS-2023-088,202.6,-14.6,6328,2023-11-02.5,4.5,2023-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_00:00:00.txt
FS-2023-089,166.9,-14.5,197,2023-11-05.2,7.2,2023-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_00:00:00.txt
FS-2023-091,141.9,21.2,1539,2023-11-07.0,9.0,2023-10-29.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_00:00:00.txt
FS-2023-085,233.1,28.7,645,2023-10-30.5,1.5,2023-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_12:00:00.txt
FS-2023-088,197.1,-15.2,6928,2023-11-02.4,4.4,2023-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_12:00:00.txt
FS-2023-089,181.0,-23.7,9,2023-11-03.8,5.8,2023-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_12:00:00.txt
FS-2023-091,141.1,20.7,1766,2023-11-06.5,8.5,2023-10-29.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.29_12:00:00.txt
FS-2023-085,230.7,25.9,262,2023-10-31.1,1.1,2023-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.30_00:00:00.txt
FS-2023-088,197.7,-15.5,6428,2023-11-02.9,3.9,2023-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.30_00:00:00.txt
FS-2023-091,141.5,21.3,1559,2023-11-07.0,8.0,2023-10-30.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.30_00:00:00.txt
FS-2023-085,227.7,21.5,161,2023-10-30.9,0.9,2023-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.30_12:00:00.txt
FS-2023-088,195.3,-15.1,5811,2023-11-02.6,3.6,2023-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.30_12:00:00.txt
FS-2023-091,141.3,20.7,1584,2023-11-06.5,7.5,2023-10-30.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.30_12:00:00.txt
FS-2023-085,222.0,18.4,60,2023-10-31.8,0.8,2023-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.31_00:00:00.txt
FS-2023-088,195.1,-14.5,5032,2023-11-03.1,3.1,2023-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.31_00:00:00.txt
FS-2023-091,144.6,17.6,1538,2023-11-06.7,6.7,2023-10-31.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.31_00:00:00.txt
FS-2023-085,224.0,8.5,8,2023-10-31.2,0.2,2023-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.31_12:00:00.txt
FS-2023-088,189.6,-14.2,4618,2023-11-03.0,3.0,2023-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.31_12:00:00.txt
FS-2023-091,144.7,16.3,1847,2023-11-06.2,6.2,2023-10-31.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.10.31_12:00:00.txt
FS-2023-088,191.0,-12.3,2498,2023-11-03.4,2.4,2023-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.01_00:00:00.txt
FS-2023-091,150.7,5.6,2727,2023-11-06.2,5.2,2023-11-01.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.01_00:00:00.txt
FS-2023-088,180.3,-13.4,488,2023-11-03.7,2.7,2023-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.01_12:00:00.txt
FS-2023-091,165.8,-1.5,4713,2023-11-04.6,3.6,2023-11-01.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.01_12:00:00.txt
FS-2023-088,194.1,-13.5,79,2023-11-03.1,1.1,2023-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.02_00:00:00.txt
FS-2023-091,166.8,-2.8,3928,2023-11-05.1,3.1,2023-11-02.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.02_00:00:00.txt
FS-2023-091,164.0,-3.0,3497,2023-11-04.8,2.8,2023-11-02.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.02_12:00:00.txt
FS-2023-091,158.9,-1.4,2243,2023-11-05.7,2.7,2023-11-03.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.03_00:00:00.txt
FS-2023-091,152.3,3.4,1896,2023-11-05.7,2.7,2023-11-03.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.03_12:00:00.txt
FS-2023-091,145.5,7.7,1293,2023-11-06.7,2.7,2023-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.04_00:00:00.txt
FS-2023-092,115.6,-8.4,673,2023-11-09.0,5.0,2023-11-04.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.04_00:00:00.txt
FS-2023-091,142.9,11.3,1034,2023-11-06.4,2.4,2023-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.04_12:00:00.txt
FS-2023-092,115.4,-8.8,553,2023-11-08.5,4.5,2023-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.04_12:00:00.txt
FS-2023-093,85.1,-12.0,719,2023-11-10.8,6.8,2023-11-04.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.04_12:00:00.txt
FS-2023-091,140.9,12.1,664,2023-11-07.0,2.0,2023-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_00:00:00.txt
FS-2023-092,115.5,-8.8,633,2023-11-09.0,4.0,2023-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_00:00:00.txt
FS-2023-094,105.7,14.7,404,2023-11-09.7,4.7,2023-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_00:00:00.txt
FS-2023-093,87.1,-12.5,861,2023-11-11.2,6.2,2023-11-05.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_00:00:00.txt
FS-2023-091,139.2,14.2,583,2023-11-06.6,1.6,2023-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_12:00:00.txt
FS-2023-092,115.2,-9.2,462,2023-11-08.5,3.5,2023-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_12:00:00.txt
FS-2023-094,104.6,16.2,406,2023-11-09.3,4.3,2023-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_12:00:00.txt
FS-2023-093,82.8,-13.4,1369,2023-11-11.0,6.0,2023-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_12:00:00.txt
FS-2023-095,66.3,21.0,446,2023-11-12.2,7.2,2023-11-05.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.05_12:00:00.txt
FS-2023-091,133.2,16.3,274,2023-11-07.6,1.6,2023-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_00:00:00.txt
FS-2023-092,115.0,-9.3,462,2023-11-09.1,3.1,2023-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_00:00:00.txt
FS-2023-094,104.6,16.0,415,2023-11-09.8,3.8,2023-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_00:00:00.txt
FS-2023-093,82.8,-13.4,1174,2023-11-11.5,5.5,2023-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_00:00:00.txt
FS-2023-095,64.2,21.3,500,2023-11-12.9,6.9,2023-11-06.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_00:00:00.txt
FS-2023-091,125.6,20.8,294,2023-11-07.7,1.7,2023-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_12:00:00.txt
FS-2023-092,114.6,-9.4,294,2023-11-08.6,2.6,2023-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_12:00:00.txt
FS-2023-094,103.8,17.2,239,2023-11-09.3,3.3,2023-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_12:00:00.txt
FS-2023-093,81.1,-14.3,1380,2023-11-11.2,5.2,2023-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_12:00:00.txt
FS-2023-095,72.4,20.5,1240,2023-11-11.7,5.7,2023-11-06.5,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.06_12:00:00.txt
FS-2023-091,124.8,21.4,185,2023-11-08.2,1.2,2023-11-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.07_00:00:00.txt
FS-2023-092,114.9,-10.4,255,2023-11-09.1,2.1,2023-11-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.07_00:00:00.txt
FS-2023-094,104.8,15.0,223,2023-11-09.7,2.7,2023-11-07.0,http://jsoc.stanford.edu/data/farside/AR_Lists/AR_LIST_2023.11.07_00:00:00.txt
